gene	databases_count	databases_list
KATNAL2	2	"gpmdb, paxdb"
KDM6B	2	"gpmdb, paxdb"
KRIT1	2	"gpmdb, quantms"
KRT222	2	"gpmdb, paxdb"
KRT24	2	"gpmdb, paxdb"
KRT25	2	"gpmdb, paxdb"
KRT26	2	"gpmdb, paxdb"
KRT28	2	"gpmdb, paxdb"
KRT37	2	"gpmdb, paxdb"
KRT6C	2	"gpmdb, paxdb"
LARP4	2	"gpmdb, paxdb"
LCK	2	"gpmdb, paxdb"
LDHAL6A	2	"gpmdb, paxdb"
LDHAL6B	2	"gpmdb, paxdb"
LDHC	2	"gpmdb, paxdb"
LIG4	2	"gpmdb, paxdb"
LIMS2	2	"gpmdb, paxdb"
LIMS3	2	"gpmdb, paxdb"
LUC7L3	2	"gpmdb, paxdb"
MAP3K4	2	"gpmdb, paxdb"
MCL1	2	"gpmdb, paxdb"
MPDZ	2	"gpmdb, paxdb"
MT1E	2	"gpmdb, paxdb"
MT1G	2	"gpmdb, paxdb"
MT1M	2	"gpmdb, paxdb"
MT1X	2	"gpmdb, paxdb"
MT2A	2	"gpmdb, paxdb"
MTOR	2	"gpmdb, quantms"
MYCBP2	2	"gpmdb, quantms"
MYH7B	2	"gpmdb, paxdb"
MYL12A	2	"gpmdb, paxdb"
MYL12B	2	"gpmdb, paxdb"
NACA	2	"gpmdb, paxdb"
NCAPH	2	"gpmdb, paxdb"
NCOR2	2	"gpmdb, paxdb"
NEDD4	2	"gpmdb, paxdb"
NF2	2	"gpmdb, paxdb"
NFKB1	2	"gpmdb, quantms"
NLRX1	2	"gpmdb, quantms"
NOL6	2	"gpmdb, paxdb"
NOMO2	2	"gpmdb, paxdb"
NOMO3	2	"gpmdb, paxdb"
NOX5	2	"gpmdb, paxdb"
NRDE2	2	"gpmdb, paxdb"
NUP50	2	"gpmdb, paxdb"
OTOF	2	"gpmdb, paxdb"
PABPC1L	2	"gpmdb, paxdb"
PCBP3	2	"gpmdb, paxdb"
PCDHB7	2	"gpmdb, paxdb"
PDCD11	2	"gpmdb, paxdb"
PDE3B	2	"gpmdb, paxdb"
PDE4B	2	"gpmdb, paxdb"
PGA3	2	"gpmdb, paxdb"
PGA4	2	"gpmdb, paxdb"
PGA5	2	"gpmdb, paxdb"
PGK2	2	"gpmdb, paxdb"
PHLPP1	2	"gpmdb, paxdb"
PLGLB2	2	"gpmdb, paxdb"
PMFBP1	2	"gpmdb, quantms"
PMP2	2	"gpmdb, paxdb"
POMP	2	"gpmdb, paxdb"
POTEE	2	"gpmdb, paxdb"
PPIAL4A	2	"gpmdb, paxdb"
PPP1R26	2	"gpmdb, paxdb"
PPP6R2	2	"gpmdb, quantms"
PRAMEF11	2	"gpmdb, paxdb"
PSMA8	2	"gpmdb, paxdb"
PUS7	2	"gpmdb, paxdb"
RAB11A	2	"gpmdb, paxdb"
RAB11B	2	"gpmdb, paxdb"
RAB11FIP1	2	"gpmdb, paxdb"
RAB11FIP5	2	"gpmdb, paxdb"
RAB2B	2	"gpmdb, paxdb"
RAC3	2	"gpmdb, paxdb"
RAP1B	2	"gpmdb, paxdb"
RAPGEF3	2	"gpmdb, paxdb"
RBMX	2	"gpmdb, paxdb"
RHOJ	2	"gpmdb, paxdb"
RHOQ	2	"gpmdb, paxdb"
RNPS1	2	"gpmdb, paxdb"
RPL29	2	"gpmdb, paxdb"
RPS27L	2	"gpmdb, paxdb"
RPTOR	2	"gpmdb, quantms"
S100A7A	2	"gpmdb, paxdb"
SH2D4B	2	"gpmdb, paxdb"
SHISA5	2	"gpmdb, paxdb"
SLC35F3	2	"gpmdb, paxdb"
SLC39A6	2	"gpmdb, paxdb"
SMO	2	"gpmdb, paxdb"
SORCS1	2	"gpmdb, paxdb"
ST13	2	"gpmdb, paxdb"
STAG3	2	"gpmdb, paxdb"
STK25	2	"gpmdb, paxdb"
STMN2	2	"gpmdb, paxdb"
SUMO3	2	"gpmdb, paxdb"
SUMO4	2	"gpmdb, paxdb"
SYNE2	2	"gpmdb, paxdb"
SYNPO	2	"gpmdb, paxdb"
TAGLN3	2	"gpmdb, paxdb"
TMBIM6	2	"gpmdb, paxdb"
TMPRSS13	2	"gpmdb, paxdb"
TMPRSS6	2	"gpmdb, paxdb"
TMSB4X	2	"gpmdb, paxdb"
TPSD1	2	"gpmdb, paxdb"
TRIM67	2	"gpmdb, paxdb"
TTF2	2	"gpmdb, paxdb"
TTLL3	2	"gpmdb, paxdb"
TUBA1A	2	"gpmdb, paxdb"
TUBA1B	2	"gpmdb, paxdb"
TUBA3C	2	"gpmdb, paxdb"
TUBA3D	2	"gpmdb, paxdb"
TUBA3E	2	"gpmdb, paxdb"
TUBAL3	2	"gpmdb, paxdb"
TUBB2A	2	"gpmdb, paxdb"
TUBB2B	2	"gpmdb, paxdb"
TUBB8	2	"gpmdb, paxdb"
UBB	2	"gpmdb, paxdb"
UBC	2	"gpmdb, paxdb"
UBE2D2	2	"gpmdb, paxdb"
UBE2D3	2	"gpmdb, paxdb"
UBE2D4	2	"gpmdb, paxdb"
USP11	2	"gpmdb, paxdb"
WDR7	2	"gpmdb, paxdb"
WDR81	2	"gpmdb, paxdb"
WHAMM	2	"gpmdb, paxdb"
XPNPEP3	2	"gpmdb, paxdb"
XPOT	2	"gpmdb, paxdb"
YBX2	2	"gpmdb, paxdb"
YLPM1	2	"gpmdb, paxdb"
ZC3H18	2	"gpmdb, paxdb"
ZC3H4	2	"gpmdb, paxdb"
ZCCHC8	2	"gpmdb, paxdb"
ZFHX3	2	"gpmdb, paxdb"
ZNF503	2	"gpmdb, paxdb"
AASDHPPT	2	"paxdb, quantms"
ABI2	2	"paxdb, quantms"
ACAP2	2	"paxdb, quantms"
ACYP2	2	"paxdb, quantms"
ADGRL3	2	"paxdb, quantms"
AGO3	2	"paxdb, quantms"
AKT2	2	"paxdb, quantms"
APOOL	2	"paxdb, quantms"
ARFGEF1	2	"paxdb, quantms"
ARHGAP4	2	"paxdb, quantms"
ARHGEF2	2	"paxdb, quantms"
ARHGEF6	2	"paxdb, quantms"
ARL8A	2	"paxdb, quantms"
ARRB2	2	"paxdb, quantms"
ATP11B	2	"paxdb, quantms"
ATP2C1	2	"paxdb, quantms"
ATP6V1B1	2	"paxdb, quantms"
ATP8A1	2	"paxdb, quantms"
B4GALT6	2	"paxdb, quantms"
BAG5	2	"paxdb, quantms"
C16ORF54	2	"paxdb, quantms"
C1GALT1C1	2	"paxdb, quantms"
C1QTNF9	2	"paxdb, quantms"
C1QTNF9B	2	"paxdb, quantms"
CADPS	2	"paxdb, quantms"
CARD9	2	"paxdb, quantms"
CARMIL1	2	"paxdb, quantms"
CC2D2B	2	"paxdb, quantms"
CD300A	2	"paxdb, quantms"
CD47	2	"paxdb, quantms"
CDH10	2	"paxdb, quantms"
CDH20	2	"paxdb, quantms"
CDH7	2	"paxdb, quantms"
CDS2	2	"paxdb, quantms"
CELF2	2	"paxdb, quantms"
CENPF	2	"paxdb, quantms"
CEP131	2	"paxdb, quantms"
CHST13	2	"paxdb, quantms"
CISD2	2	"paxdb, quantms"
CLASP1	2	"paxdb, quantms"
CLEC2L	2	"paxdb, quantms"
COL28A1	2	"paxdb, quantms"
CPNE2	2	"paxdb, quantms"
CSH1	2	"paxdb, quantms"
CSNK1A1	2	"paxdb, quantms"
CTDSPL	2	"paxdb, quantms"
CYB5R1	2	"paxdb, quantms"
DDX19B	2	"paxdb, quantms"
DENND2C	2	"paxdb, quantms"
DENND3	2	"paxdb, quantms"
DHRS7B	2	"paxdb, quantms"
DHX29	2	"paxdb, quantms"
DMXL2	2	"paxdb, quantms"
DNAH17	2	"paxdb, quantms"
DOCK10	2	"paxdb, quantms"
DOCK4	2	"paxdb, quantms"
DOCK5	2	"paxdb, quantms"
DOCK8	2	"paxdb, quantms"
DPM3	2	"paxdb, quantms"
DTNB	2	"paxdb, quantms"
EHHADH	2	"paxdb, quantms"
EIF2B3	2	"paxdb, quantms"
ELMO1	2	"paxdb, quantms"
EMC3	2	"paxdb, quantms"
ENPP4	2	"paxdb, quantms"
ERVV-2	2	"paxdb, quantms"
EXOC3	2	"paxdb, quantms"
EXOC3L4	2	"paxdb, quantms"
F2RL3	2	"paxdb, quantms"
FASTKD5	2	"paxdb, quantms"
FAT3	2	"paxdb, quantms"
FGD4	2	"paxdb, quantms"
FRYL	2	"paxdb, quantms"
FXYD2	2	"paxdb, quantms"
FYCO1	2	"paxdb, quantms"
FZD8	2	"paxdb, quantms"
GAS2L1	2	"paxdb, quantms"
GHDC	2	"paxdb, quantms"
GMIP	2	"paxdb, quantms"
GNB5	2	"paxdb, quantms"
GOLGA4	2	"paxdb, quantms"
GOLPH3L	2	"paxdb, quantms"
GOLT1B	2	"paxdb, quantms"
GRK3	2	"paxdb, quantms"
GUCY1B1	2	"paxdb, quantms"
GYS2	2	"paxdb, quantms"
H2BC26	2	"paxdb, quantms"
HECTD3	2	"paxdb, quantms"
HECTD4	2	"paxdb, quantms"
HERC4	2	"paxdb, quantms"
HID1	2	"paxdb, quantms"
HLA-DRB5	2	"paxdb, quantms"
HS3ST3A1	2	"paxdb, quantms"
HSD17B12	2	"paxdb, quantms"
IGF2BP2	2	"paxdb, quantms"
IGSF9	2	"paxdb, quantms"
INHA	2	"paxdb, quantms"
INPP5A	2	"paxdb, quantms"
ITPR2	2	"paxdb, quantms"
JAK1	2	"paxdb, quantms"
JAK3	2	"paxdb, quantms"
KANK2	2	"paxdb, quantms"
KIAA0319	2	"paxdb, quantms"
KSR1	2	"paxdb, quantms"
LACTB	2	"paxdb, quantms"
LAMA1	2	"paxdb, quantms"
LAMB4	2	"paxdb, quantms"
LGALS9C	2	"paxdb, quantms"
LGI1	2	"paxdb, quantms"
LRCH1	2	"paxdb, quantms"
LRCH4	2	"paxdb, quantms"
LRRC37A2	2	"paxdb, quantms"
LRRC40	2	"paxdb, quantms"
MADD	2	"paxdb, quantms"
MAGT1	2	"paxdb, quantms"
MAMDC2	2	"paxdb, quantms"
MAP1S	2	"paxdb, quantms"
MAPKAPK3	2	"paxdb, quantms"
MARK2	2	"paxdb, quantms"
MCCC2	2	"paxdb, quantms"
MDGA2	2	"paxdb, quantms"
MED22	2	"paxdb, quantms"
MFSD6	2	"paxdb, quantms"
MICAL1	2	"paxdb, quantms"
MICU1	2	"paxdb, quantms"
MLC1	2	"paxdb, quantms"
MOB2	2	"paxdb, quantms"
MON2	2	"paxdb, quantms"
MPC2	2	"paxdb, quantms"
MT-ND4	2	"paxdb, quantms"
MTMR12	2	"paxdb, quantms"
MTX2	2	"paxdb, quantms"
MUCL1	2	"paxdb, quantms"
MYO5A	2	"paxdb, quantms"
NAPG	2	"paxdb, quantms"
NDUFA10	2	"paxdb, quantms"
NDUFA11	2	"paxdb, quantms"
NDUFA13	2	"paxdb, quantms"
NDUFB8	2	"paxdb, quantms"
NDUFB9	2	"paxdb, quantms"
NEDD4L	2	"paxdb, quantms"
NEFH	2	"paxdb, quantms"
NGLY1	2	"paxdb, quantms"
OSBPL8	2	"paxdb, quantms"
OSGEP	2	"paxdb, quantms"
PARP9	2	"paxdb, quantms"
PARVG	2	"paxdb, quantms"
PAWR	2	"paxdb, quantms"
PCDH20	2	"paxdb, quantms"
PCDHB16	2	"paxdb, quantms"
PCDHB4	2	"paxdb, quantms"
PCDHB5	2	"paxdb, quantms"
PCDHGA10	2	"paxdb, quantms"
PCDHGA11	2	"paxdb, quantms"
PCYOX1L	2	"paxdb, quantms"
PIEZO1	2	"paxdb, quantms"
PIK3CB	2	"paxdb, quantms"
PIK3CG	2	"paxdb, quantms"
PIK3R6	2	"paxdb, quantms"
PIP4K2B	2	"paxdb, quantms"
PKN1	2	"paxdb, quantms"
PLCH1	2	"paxdb, quantms"
PLEKHO1	2	"paxdb, quantms"
PPP1R12B	2	"paxdb, quantms"
PRKAG1	2	"paxdb, quantms"
PRKAR1B	2	"paxdb, quantms"
PRND	2	"paxdb, quantms"
PSG7	2	"paxdb, quantms"
PTK2B	2	"paxdb, quantms"
RAB3C	2	"paxdb, quantms"
RABEP1	2	"paxdb, quantms"
RABGAP1	2	"paxdb, quantms"
RABGGTA	2	"paxdb, quantms"
RABL6	2	"paxdb, quantms"
RAE1	2	"paxdb, quantms"
RAPGEF2	2	"paxdb, quantms"
RELA	2	"paxdb, quantms"
RENBP	2	"paxdb, quantms"
RFTN1	2	"paxdb, quantms"
RHOF	2	"paxdb, quantms"
RMDN1	2	"paxdb, quantms"
RTN2	2	"paxdb, quantms"
SBF1	2	"paxdb, quantms"
SCAMP1	2	"paxdb, quantms"
SCGB1D2	2	"paxdb, quantms"
SDC2	2	"paxdb, quantms"
SDF2	2	"paxdb, quantms"
SEC23IP	2	"paxdb, quantms"
SEPTIN4	2	"paxdb, quantms"
SH3GLB2	2	"paxdb, quantms"
SH3PXD2B	2	"paxdb, quantms"
SHOC2	2	"paxdb, quantms"
SLC12A2	2	"paxdb, quantms"
SLC30A1	2	"paxdb, quantms"
SLC35D3	2	"paxdb, quantms"
SLC6A4	2	"paxdb, quantms"
SLFN14	2	"paxdb, quantms"
SLIT3	2	"paxdb, quantms"
SLITRK5	2	"paxdb, quantms"
SOBP	2	"paxdb, quantms"
STAM2	2	"paxdb, quantms"
STAT2	2	"paxdb, quantms"
STAT5A	2	"paxdb, quantms"
STON2	2	"paxdb, quantms"
STUB1	2	"paxdb, quantms"
TAFA2	2	"paxdb, quantms"
TBCE	2	"paxdb, quantms"
TC2N	2	"paxdb, quantms"
TEX15	2	"paxdb, quantms"
TEX264	2	"paxdb, quantms"
TLL2	2	"paxdb, quantms"
TM2D3	2	"paxdb, quantms"
TMC8	2	"paxdb, quantms"
TREM1	2	"paxdb, quantms"
TRIM58	2	"paxdb, quantms"
TRPC6	2	"paxdb, quantms"
TSC22D3	2	"paxdb, quantms"
TTC7B	2	"paxdb, quantms"
TUBGCP3	2	"paxdb, quantms"
UACA	2	"paxdb, quantms"
UBE4B	2	"paxdb, quantms"
UBL3	2	"paxdb, quantms"
UBL4A	2	"paxdb, quantms"
UBXN6	2	"paxdb, quantms"
UGT2B17	2	"paxdb, quantms"
UNC5B	2	"paxdb, quantms"
USE1	2	"paxdb, quantms"
VAV1	2	"paxdb, quantms"
VCPIP1	2	"paxdb, quantms"
VPS13A	2	"paxdb, quantms"
VPS16	2	"paxdb, quantms"
VPS35L	2	"paxdb, quantms"
VPS37B	2	"paxdb, quantms"
VPS51	2	"paxdb, quantms"
VSIG10L	2	"paxdb, quantms"
VTI1B	2	"paxdb, quantms"
WDFY1	2	"paxdb, quantms"
WDR37	2	"paxdb, quantms"
WFDC5	2	"paxdb, quantms"
YIF1B	2	"paxdb, quantms"
ZP2	2	"paxdb, quantms"
ZZEF1	2	"paxdb, quantms"
AFDN	1	peptideatlas
AFMID	1	peptideatlas
ARGLU1	1	peptideatlas
ARL6IP1	1	peptideatlas
C3ORF85	1	peptideatlas
C8ORF33	1	peptideatlas
CLIC3	1	peptideatlas
CMAS	1	peptideatlas
CNFN	1	peptideatlas
COX8A	1	peptideatlas
CRABP1	1	peptideatlas
EVL	1	peptideatlas
EXOSC10	1	peptideatlas
FDFT1	1	peptideatlas
GSTT1	1	peptideatlas
HLA-DRB4	1	peptideatlas
IGHV1-8	1	peptideatlas
IGHV3-38-3	1	peptideatlas
IGHV3-9	1	peptideatlas
IGHV4-30-2	1	peptideatlas
IGKV1-13	1	peptideatlas
IGLC6	1	peptideatlas
IMUP	1	peptideatlas
ISYNA1	1	peptideatlas
JMJD8	1	peptideatlas
LEG1	1	peptideatlas
LPCAT1	1	peptideatlas
MENT	1	peptideatlas
MIF4GD	1	peptideatlas
MMTAG2	1	peptideatlas
NAT2	1	peptideatlas
PACSIN1	1	peptideatlas
PALM	1	peptideatlas
PARP12	1	peptideatlas
PLGLA	1	peptideatlas
POLR2M	1	peptideatlas
POP1	1	peptideatlas
POTEKP	1	peptideatlas
PRSS3P2	1	peptideatlas
RAVER1	1	peptideatlas
SARG	1	peptideatlas
SAT2	1	peptideatlas
SCEL	1	peptideatlas
SH3BGR	1	peptideatlas
SLC1A2	1	peptideatlas
SLC47A1	1	peptideatlas
SMAP	1	peptideatlas
SMARCD2	1	peptideatlas
SMIM24	1	peptideatlas
SYNJ1	1	peptideatlas
SYT1	1	peptideatlas
TP53BP1	1	peptideatlas
TPPP	1	peptideatlas
UBE2T	1	peptideatlas
URM1	1	peptideatlas
WIPI2	1	peptideatlas
C11orf54	1	hpa_ms
C11orf58	1	hpa_ms
C16orf89	1	hpa_ms
C19orf33	1	hpa_ms
C1orf116	1	hpa_ms
C1orf198	1	hpa_ms
C1orf56	1	hpa_ms
C1orf68	1	hpa_ms
C20orf27	1	hpa_ms
C2orf88	1	hpa_ms
C3orf85	1	hpa_ms
C4orf48	1	hpa_ms
C5orf46	1	hpa_ms
C6orf120	1	hpa_ms
C6orf58	1	hpa_ms
C8orf33	1	hpa_ms
C9orf40	1	hpa_ms
C9orf64	1	hpa_ms
HSPB11	1	hpa_ms
IGHV4-31	1	hpa_ms
IGKV1D-13	1	hpa_ms
METTL7A	1	hpa_ms
SLC9A3R2	1	hpa_ms
ABL1	1	hpa_pea
ACVRL1	1	hpa_pea
ADAMTS15	1	hpa_pea
ADAMTS16	1	hpa_pea
ADCYAP1R1	1	hpa_pea
AGRP	1	hpa_pea
AKT1S1	1	hpa_pea
AKT3	1	hpa_pea
AMFR	1	hpa_pea
AMN	1	hpa_pea
ANKRD54	1	hpa_pea
APBB1IP	1	hpa_pea
AREG	1	hpa_pea
ARNT	1	hpa_pea
ARTN	1	hpa_pea
ATF2	1	hpa_pea
BACH1	1	hpa_pea
BCL2L11	1	hpa_pea
BIRC2	1	hpa_pea
BTC	1	hpa_pea
C19orf12	1	hpa_pea
CA14	1	hpa_pea
CA5A	1	hpa_pea
CA9	1	hpa_pea
CAMKK1	1	hpa_pea
CASP1	1	hpa_pea
CASP10	1	hpa_pea
CASP2	1	hpa_pea
CASP8	1	hpa_pea
CBLIF	1	hpa_pea
CC2D1A	1	hpa_pea
CCL11	1	hpa_pea
CCL13	1	hpa_pea
CCL20	1	hpa_pea
CCL24	1	hpa_pea
CCL25	1	hpa_pea
CCL26	1	hpa_pea
CCL4	1	hpa_pea
CCL7	1	hpa_pea
CCL8	1	hpa_pea
CD274	1	hpa_pea
CD300E	1	hpa_pea
CD4	1	hpa_pea
CD70	1	hpa_pea
CD79B	1	hpa_pea
CD83	1	hpa_pea
CDC27	1	hpa_pea
CDNF	1	hpa_pea
CEACAM21	1	hpa_pea
CEBPB	1	hpa_pea
CEP164	1	hpa_pea
CEP85	1	hpa_pea
CFC1	1	hpa_pea
CHAC2	1	hpa_pea
CHEK2	1	hpa_pea
CHMP1A	1	hpa_pea
CLEC10A	1	hpa_pea
CLEC1A	1	hpa_pea
CLEC4A	1	hpa_pea
CLEC4C	1	hpa_pea
CLEC4D	1	hpa_pea
CLEC4G	1	hpa_pea
CLEC5A	1	hpa_pea
CLEC6A	1	hpa_pea
CLEC7A	1	hpa_pea
CLSPN	1	hpa_pea
CNTNAP2	1	hpa_pea
CRADD	1	hpa_pea
CRHR1	1	hpa_pea
CRX	1	hpa_pea
CSF3	1	hpa_pea
CTF1	1	hpa_pea
CXCL10	1	hpa_pea
CXCL11	1	hpa_pea
CXCL13	1	hpa_pea
CXCL8	1	hpa_pea
CXCL9	1	hpa_pea
DIABLO	1	hpa_pea
DKK1	1	hpa_pea
DKK4	1	hpa_pea
DKKL1	1	hpa_pea
DNAJB8	1	hpa_pea
DPP10	1	hpa_pea
DPP6	1	hpa_pea
DTX3	1	hpa_pea
DUOX2	1	hpa_pea
EBAG9	1	hpa_pea
EDA2R	1	hpa_pea
EDAR	1	hpa_pea
EDIL3	1	hpa_pea
EFNA4	1	hpa_pea
EGFL7	1	hpa_pea
EGLN1	1	hpa_pea
ELOA	1	hpa_pea
ENTPD2	1	hpa_pea
EREG	1	hpa_pea
FABP9	1	hpa_pea
FCAR	1	hpa_pea
FCRL2	1	hpa_pea
FCRL3	1	hpa_pea
FCRLB	1	hpa_pea
FGF19	1	hpa_pea
FKBP7	1	hpa_pea
FOSB	1	hpa_pea
FOXO1	1	hpa_pea
FOXO3	1	hpa_pea
FXYD5	1	hpa_pea
GBP4	1	hpa_pea
GDNF	1	hpa_pea
GFER	1	hpa_pea
GFOD2	1	hpa_pea
GHRHR	1	hpa_pea
GLT8D2	1	hpa_pea
GPC5	1	hpa_pea
GSAP	1	hpa_pea
HAVCR1	1	hpa_pea
HBEGF	1	hpa_pea
ICA1	1	hpa_pea
ICAM4	1	hpa_pea
IDI2	1	hpa_pea
IFNG	1	hpa_pea
IFNGR1	1	hpa_pea
IFNGR2	1	hpa_pea
IFNL1	1	hpa_pea
IFNLR1	1	hpa_pea
IKZF2	1	hpa_pea
IL10	1	hpa_pea
IL10RA	1	hpa_pea
IL11	1	hpa_pea
IL12RB1	1	hpa_pea
IL13	1	hpa_pea
IL15	1	hpa_pea
IL17A	1	hpa_pea
IL17C	1	hpa_pea
IL17D	1	hpa_pea
IL17F	1	hpa_pea
IL17RB	1	hpa_pea
IL19	1	hpa_pea
IL1A	1	hpa_pea
IL1B	1	hpa_pea
IL1RL2	1	hpa_pea
IL2	1	hpa_pea
IL20	1	hpa_pea
IL20RA	1	hpa_pea
IL22RA1	1	hpa_pea
IL24	1	hpa_pea
IL32	1	hpa_pea
IL33	1	hpa_pea
IL34	1	hpa_pea
IL3RA	1	hpa_pea
IL4	1	hpa_pea
IL5	1	hpa_pea
IL7	1	hpa_pea
ING1	1	hpa_pea
IPCEF1	1	hpa_pea
IRAK1	1	hpa_pea
ITGB1BP1	1	hpa_pea
ITGB1BP2	1	hpa_pea
ITM2A	1	hpa_pea
KCNIP4	1	hpa_pea
KLK4	1	hpa_pea
KLRD1	1	hpa_pea
LAIR2	1	hpa_pea
LAT2	1	hpa_pea
LHB	1	hpa_pea
LIF	1	hpa_pea
LPCAT2	1	hpa_pea
LTA	1	hpa_pea
LTO1	1	hpa_pea
LYPD1	1	hpa_pea
LYPD8	1	hpa_pea
MAD1L1	1	hpa_pea
MAEA	1	hpa_pea
MAP2K6	1	hpa_pea
MAX	1	hpa_pea
MED18	1	hpa_pea
METAP1D	1	hpa_pea
MFAP3	1	hpa_pea
MITD1	1	hpa_pea
MMP12	1	hpa_pea
MMP13	1	hpa_pea
MPHOSPH8	1	hpa_pea
MUC13	1	hpa_pea
MVK	1	hpa_pea
MZT1	1	hpa_pea
NAAA	1	hpa_pea
NBN	1	hpa_pea
NFATC1	1	hpa_pea
NFATC3	1	hpa_pea
NFKBIE	1	hpa_pea
NGF	1	hpa_pea
NINJ1	1	hpa_pea
NMNAT1	1	hpa_pea
NOS3	1	hpa_pea
NRTN	1	hpa_pea
NTF3	1	hpa_pea
NTF4	1	hpa_pea
NUB1	1	hpa_pea
NXPH1	1	hpa_pea
OBP2B	1	hpa_pea
ODAM	1	hpa_pea
OMG	1	hpa_pea
OPTC	1	hpa_pea
OSM	1	hpa_pea
PAK4	1	hpa_pea
PDCD1	1	hpa_pea
PFKFB2	1	hpa_pea
PHOSPHO1	1	hpa_pea
POLR2F	1	hpa_pea
PRKRA	1	hpa_pea
PROK1	1	hpa_pea
PSPN	1	hpa_pea
PSRC1	1	hpa_pea
PTEN	1	hpa_pea
PTH1R	1	hpa_pea
RABEPK	1	hpa_pea
RABGAP1L	1	hpa_pea
RASSF2	1	hpa_pea
RCOR1	1	hpa_pea
RGS8	1	hpa_pea
RNF41	1	hpa_pea
RRM2B	1	hpa_pea
RSPO3	1	hpa_pea
RWDD1	1	hpa_pea
SCARB1	1	hpa_pea
SCGN	1	hpa_pea
SETMAR	1	hpa_pea
SH2D1A	1	hpa_pea
SIGLEC15	1	hpa_pea
SIGLEC5	1	hpa_pea
SIT1	1	hpa_pea
SKAP1	1	hpa_pea
SLAMF6	1	hpa_pea
SLAMF8	1	hpa_pea
SMAD1	1	hpa_pea
SMAD5	1	hpa_pea
SPRY2	1	hpa_pea
TAFA5	1	hpa_pea
TANK	1	hpa_pea
TARBP2	1	hpa_pea
TBC1D17	1	hpa_pea
TBCC	1	hpa_pea
TBL1X	1	hpa_pea
TCL1A	1	hpa_pea
TCL1B	1	hpa_pea
TDGF1	1	hpa_pea
TGFA	1	hpa_pea
THPO	1	hpa_pea
TIA1	1	hpa_pea
TLR3	1	hpa_pea
TNF	1	hpa_pea
TNFRSF10A	1	hpa_pea
TNFRSF10B	1	hpa_pea
TNFRSF13C	1	hpa_pea
TNFRSF4	1	hpa_pea
TNFRSF6B	1	hpa_pea
TNFRSF9	1	hpa_pea
TNFSF11	1	hpa_pea
TP53	1	hpa_pea
TP53INP1	1	hpa_pea
TRIAP1	1	hpa_pea
TRIM5	1	hpa_pea
TSHB	1	hpa_pea
TSLP	1	hpa_pea
TSPAN1	1	hpa_pea
VASH1	1	hpa_pea
VTCN1	1	hpa_pea
WNT9A	1	hpa_pea
WWP2	1	hpa_pea
XCL1	1	hpa_pea
XRCC4	1	hpa_pea
ZBTB16	1	hpa_pea
ZBTB17	1	hpa_pea
1	1	gpmdb
10	1	gpmdb
100	1	gpmdb
101	1	gpmdb
102	1	gpmdb
11	1	gpmdb
114	1	gpmdb
115	1	gpmdb
116	1	gpmdb
12	1	gpmdb
123	1	gpmdb
13	1	gpmdb
14	1	gpmdb
15	1	gpmdb
16	1	gpmdb
17	1	gpmdb
18	1	gpmdb
18A	1	gpmdb
19	1	gpmdb
1A	1	gpmdb
1B	1	gpmdb
2	1	gpmdb
20	1	gpmdb
21	1	gpmdb
210	1	gpmdb
22	1	gpmdb
23	1	gpmdb
24	1	gpmdb
25	1	gpmdb
26	1	gpmdb
27	1	gpmdb
28	1	gpmdb
29	1	gpmdb
2B	1	gpmdb
3	1	gpmdb
30	1	gpmdb
318	1	gpmdb
33	1	gpmdb
34	1	gpmdb
35	1	gpmdb
36	1	gpmdb
38	1	gpmdb
39	1	gpmdb
4	1	gpmdb
40	1	gpmdb
40S	1	gpmdb
41	1	gpmdb
42	1	gpmdb
423	1	gpmdb
43	1	gpmdb
44	1	gpmdb
46	1	gpmdb
47	1	gpmdb
48	1	gpmdb
49	1	gpmdb
4A	1	gpmdb
4B	1	gpmdb
5	1	gpmdb
50	1	gpmdb
503	1	gpmdb
51	1	gpmdb
521	1	gpmdb
53	1	gpmdb
54	1	gpmdb
57	1	gpmdb
59	1	gpmdb
6	1	gpmdb
60S	1	gpmdb
61	1	gpmdb
64	1	gpmdb
66	1	gpmdb
69	1	gpmdb
7	1	gpmdb
70	1	gpmdb
72	1	gpmdb
73	1	gpmdb
8	1	gpmdb
80	1	gpmdb
89	1	gpmdb
9	1	gpmdb
94	1	gpmdb
A	1	gpmdb
A2	1	gpmdb
A8	1	gpmdb
AARS	1	gpmdb
ABCA10	1	gpmdb
ACOT4	1	gpmdb
ACTB	1	gpmdb
ADCY1	1	gpmdb
ADRA1D	1	gpmdb
ADSS	1	gpmdb
AJUBA	1	gpmdb
AK3L1	1	gpmdb
AKAP2	1	gpmdb
ANKHD1	1	gpmdb
ANKRD44	1	gpmdb
ANKRD52	1	gpmdb
ANXA2P2	1	gpmdb
AP4B1	1	gpmdb
APC	1	gpmdb
APC2	1	gpmdb
APOA1BP	1	gpmdb
ARAP3	1	gpmdb
ARF1	1	gpmdb
ARHGAP39	1	gpmdb
ASB8	1	gpmdb
ASPHD1	1	gpmdb
ASPM	1	gpmdb
ASXL3	1	gpmdb
ATP5B	1	gpmdb
ATP8B1	1	gpmdb
AVL9	1	gpmdb
B	1	gpmdb
B1	1	gpmdb
B2	1	gpmdb
B3GNT1	1	gpmdb
B8	1	gpmdb
BAI1	1	gpmdb
BAT3	1	gpmdb
BRD8	1	gpmdb
C	1	gpmdb
