gene	databases_count	databases_list
SHBG	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
SHMT1	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
SIAE	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
SIGLEC1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
SIGLEC9	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
SIRPA	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
SKAP2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
SLAMF1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
SLAMF7	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
SLC25A5	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
SLC38A10	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
SLC39A10	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
SLC39A14	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
SLC3A2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
SLITRK2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
SLPI	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
SMPD1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
SNCA	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
SNTB1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
SOD1	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
SOD3	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
SORD	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
SORL1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
SORT1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
SOST	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
SPINK1	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
SPINT1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
SPON1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
SPP2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
SPTAN1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
SRC	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
SRGN	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
SSB	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
SSC4D	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
ST6GAL1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
STC1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
STK24	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
STMN1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
SUGT1	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
SUSD1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
SUSD2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
TACC3	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
TAGLN2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
TALDO1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
TBC1D5	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
TBCA	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
TCN1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
TEK	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
TF	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
TFF2	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
TFPI2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
TGFBR2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
TGOLN2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
THBS1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
THOP1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
TIMD4	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
TIMP2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
TINAGL1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
TKT	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
TLN1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
TNFAIP8	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
TNFRSF11A	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
TNFRSF12A	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
TNFRSF14	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
TNFRSF1A	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
TNFSF12	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
TNFSF13	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
TNFSF13B	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
TNNC2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
TNNI3	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
TNR	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
TOR1A	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
TP53I3	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
TPI1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
TPM1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
TPM3	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
TPM4	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
TPMT	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
TPPP3	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
TPT1	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
TREML2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
TST	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
TTR	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
TUBA4A	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
TUBB	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
TUBB1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
TWF2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
TXNDC15	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
TXNDC17	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
TXNRD1	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
UBA1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
UBA7	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
UBAC1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
UBE2L3	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
UBE2N	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
UBR4	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
UGGT1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
UGP2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
USO1	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
USP14	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
UXS1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
VASP	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
VCL	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
VCP	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
VEGFC	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
VEGFD	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
VIL1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
VNN1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
VTN	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
VWA1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
VWC2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
WAS	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
WDR1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
WDR44	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
WFDC12	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
WFDC2	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
WFIKKN2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
XPNPEP2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
YWHAB	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
YWHAE	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
YWHAG	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
YWHAH	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
YWHAQ	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
YWHAZ	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ZYX	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
A2ML1	4	"peptideatlas, hpa_ms, paxdb, quantms"
ABAT	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ABCD3	4	"peptideatlas, hpa_ms, paxdb, quantms"
ABHD10	4	"peptideatlas, hpa_ms, paxdb, quantms"
ABHD11	4	"peptideatlas, hpa_ms, paxdb, quantms"
ABHD14A	4	"peptideatlas, hpa_ms, paxdb, quantms"
ABHD14B	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
ABHD16A	4	"peptideatlas, hpa_ms, paxdb, quantms"
ABLIM3	4	"peptideatlas, hpa_ms, paxdb, quantms"
ABRACL	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ACAA2	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ACACA	4	"peptideatlas, hpa_ms, paxdb, quantms"
ACADSB	4	"peptideatlas, hpa_ms, paxdb, quantms"
ACAT2	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ACHE	4	"peptideatlas, hpa_ms, paxdb, quantms"
ACIN1	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ACOX1	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
ACP5	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
ACP6	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
ACSL1	4	"peptideatlas, hpa_ms, paxdb, quantms"
ACSS2	4	"peptideatlas, hpa_ms, paxdb, quantms"
ACTA1	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ACTC1	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ACTG1	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ACTN2	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ACTN3	4	"peptideatlas, hpa_ms, paxdb, quantms"
ADAM11	4	"peptideatlas, hpa_ms, paxdb, quantms"
ADAM12	4	"peptideatlas, hpa_ms, paxdb, quantms"
ADAM17	4	"peptideatlas, hpa_ms, paxdb, quantms"
ADAM19	4	"peptideatlas, hpa_ms, paxdb, quantms"
ADAM22	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
ADAMDEC1	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ADAMTS1	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ADAMTS2	4	"peptideatlas, hpa_ms, paxdb, quantms"
ADAMTSL3	4	"peptideatlas, hpa_ms, paxdb, quantms"
ADD1	4	"peptideatlas, hpa_ms, paxdb, quantms"
ADD2	4	"peptideatlas, hpa_ms, paxdb, quantms"
ADGRA2	4	"peptideatlas, hpa_ms, paxdb, quantms"
ADGRA3	4	"peptideatlas, hpa_ms, paxdb, quantms"
ADGRB2	4	"peptideatlas, hpa_ms, paxdb, quantms"
ADGRB3	4	"peptideatlas, hpa_pea, paxdb, quantms"
ADGRF5	4	"peptideatlas, hpa_ms, paxdb, quantms"
ADGRG6	4	"peptideatlas, hpa_ms, paxdb, quantms"
ADGRL1	4	"peptideatlas, hpa_ms, paxdb, quantms"
ADGRL2	4	"peptideatlas, hpa_ms, paxdb, quantms"
ADGRL4	4	"peptideatlas, hpa_ms, paxdb, quantms"
ADH6	4	"peptideatlas, hpa_ms, paxdb, quantms"
ADIRF	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ADPGK	4	"peptideatlas, hpa_ms, paxdb, quantms"
ADPRS	4	"peptideatlas, hpa_ms, paxdb, quantms"
AEBP1	4	"peptideatlas, hpa_ms, paxdb, quantms"
AGER	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
AGFG1	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
AGO2	4	"peptideatlas, hpa_ms, paxdb, quantms"
AGPS	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
AGR2	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
AHCYL2	4	"peptideatlas, hpa_ms, paxdb, quantms"
AIF1	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
AIFM1	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
AK2	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
AK3	4	"peptideatlas, hpa_ms, paxdb, quantms"
AK4	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
AKAP12	4	"peptideatlas, hpa_ms, paxdb, quantms"
AKR1C4	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
AKR7A2	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
AKR7A3	4	"peptideatlas, hpa_ms, paxdb, quantms"
AKT1	4	"peptideatlas, hpa_ms, paxdb, quantms"
ALDH16A1	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ALDH2	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ALDH3A1	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
ALDH4A1	4	"peptideatlas, hpa_ms, paxdb, quantms"
ALDH6A1	4	"peptideatlas, hpa_ms, paxdb, quantms"
ALDOA	4	"peptideatlas, hpa_ms, gpmdb, quantms"
ALDOB	4	"peptideatlas, hpa_ms, gpmdb, quantms"
ALPI	4	"peptideatlas, hpa_ms, paxdb, quantms"
AMBN	4	"peptideatlas, hpa_pea, paxdb, quantms"
AMH	4	"peptideatlas, hpa_ms, paxdb, quantms"
AMOTL1	4	"peptideatlas, hpa_ms, paxdb, quantms"
AMPD3	4	"peptideatlas, hpa_ms, paxdb, quantms"
AMY1B	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ANGPTL2	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
ANGPTL6	4	"peptideatlas, hpa_ms, paxdb, quantms"
ANGPTL7	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
ANK1	4	"peptideatlas, hpa_ms, paxdb, quantms"
ANKFY1	4	"peptideatlas, hpa_ms, paxdb, quantms"
ANKRD28	4	"peptideatlas, hpa_ms, gpmdb, quantms"
ANKS1A	4	"peptideatlas, hpa_ms, paxdb, quantms"
ANP32A	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ANXA10	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
ANXA11	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
ANXA2	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ANXA4	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
ANXA7	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
AP1G1	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
AP2A2	4	"peptideatlas, hpa_ms, paxdb, quantms"
AP2B1	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
APEX1	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
APOBR	4	"peptideatlas, hpa_ms, paxdb, quantms"
APOC4	4	"peptideatlas, hpa_ms, paxdb, quantms"
APOF	4	"peptideatlas, hpa_ms, paxdb, quantms"
APOL2	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
AQP1	4	"peptideatlas, hpa_ms, paxdb, quantms"
ARCN1	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ARF4	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ARF5	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ARHGAP15	4	"peptideatlas, hpa_ms, paxdb, quantms"
ARHGAP6	4	"peptideatlas, hpa_ms, paxdb, quantms"
ARHGEF1	4	"peptideatlas, hpa_ms, paxdb, quantms"
ARHGEF12	4	"peptideatlas, hpa_pea, paxdb, quantms"
ARID1B	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ARMH4	4	"peptideatlas, hpa_ms, paxdb, quantms"
ARPC1B	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ARPC5L	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ARRB1	4	"peptideatlas, hpa_ms, paxdb, quantms"
ART4	4	"peptideatlas, hpa_ms, paxdb, quantms"
ASAP1	4	"peptideatlas, hpa_ms, paxdb, quantms"
ASAP2	4	"peptideatlas, hpa_ms, paxdb, quantms"
ASCC3	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ASPN	4	"peptideatlas, hpa_ms, paxdb, quantms"
ASPRV1	4	"peptideatlas, hpa_ms, paxdb, quantms"
ATE1	4	"peptideatlas, hpa_ms, paxdb, quantms"
ATF6	4	"peptideatlas, hpa_ms, paxdb, quantms"
ATF6B	4	"peptideatlas, hpa_ms, paxdb, quantms"
ATG4A	4	"peptideatlas, hpa_pea, paxdb, quantms"
ATG7	4	"peptideatlas, hpa_ms, paxdb, quantms"
ATL1	4	"peptideatlas, hpa_ms, paxdb, quantms"
ATOX1	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
ATP1A1	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ATP1B1	4	"peptideatlas, hpa_ms, paxdb, quantms"
ATP1B2	4	"peptideatlas, hpa_ms, paxdb, quantms"
ATP2A1	4	"peptideatlas, hpa_ms, paxdb, quantms"
ATP2B4	4	"peptideatlas, hpa_ms, paxdb, quantms"
ATP5F1A	4	"peptideatlas, hpa_ms, paxdb, quantms"
ATP5F1B	4	"peptideatlas, hpa_ms, paxdb, quantms"
ATP5IF1	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
ATP5ME	4	"peptideatlas, hpa_ms, paxdb, quantms"
ATP5PO	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
ATP6AP1	4	"peptideatlas, hpa_ms, paxdb, quantms"
ATP6V1A	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
ATP6V1E1	4	"peptideatlas, hpa_ms, paxdb, quantms"
ATP6V1F	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
ATRNL1	4	"peptideatlas, hpa_ms, paxdb, quantms"
ATXN10	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
ATXN2L	4	"peptideatlas, hpa_ms, paxdb, quantms"
B3GALNT1	4	"peptideatlas, hpa_ms, paxdb, quantms"
B3GALT6	4	"peptideatlas, hpa_ms, paxdb, quantms"
B3GAT3	4	"peptideatlas, hpa_ms, paxdb, quantms"
B3GNT2	4	"peptideatlas, hpa_ms, paxdb, quantms"
B3GNT7	4	"peptideatlas, hpa_ms, paxdb, quantms"
B3GNT8	4	"peptideatlas, hpa_ms, paxdb, quantms"
B4GALNT1	4	"peptideatlas, hpa_ms, paxdb, quantms"
B4GALT2	4	"peptideatlas, hpa_ms, paxdb, quantms"
BAIAP2	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
BAX	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
BCAT1	4	"peptideatlas, hpa_ms, paxdb, quantms"
BCAT2	4	"peptideatlas, hpa_ms, paxdb, quantms"
BCCIP	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
BGLAP	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
BHMT2	4	"peptideatlas, hpa_ms, paxdb, quantms"
BIN1	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
BMP10	4	"peptideatlas, hpa_ms, paxdb, quantms"
BMP6	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
BOC	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
BOLA2	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
BRK1	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
BTF3	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
BZW1	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
C1GALT1	4	"peptideatlas, hpa_ms, paxdb, quantms"
C1QTNF1	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
C1QTNF3	4	"peptideatlas, hpa_ms, paxdb, quantms"
C1QTNF5	4	"peptideatlas, hpa_ms, paxdb, quantms"
C8G	4	"peptideatlas, hpa_ms, gpmdb, quantms"
CA11	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CA4	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CA6	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CAB39	4	"peptideatlas, hpa_ms, paxdb, quantms"
CACHD1	4	"peptideatlas, hpa_ms, paxdb, quantms"
CACNA2D3	4	"peptideatlas, hpa_ms, paxdb, quantms"
CAD	4	"peptideatlas, hpa_ms, paxdb, quantms"
CADM2	4	"peptideatlas, hpa_ms, paxdb, quantms"
CADM3	4	"peptideatlas, hpa_ms, paxdb, quantms"
CALB1	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CALB2	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CALM1	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
CAMK2A	4	"peptideatlas, hpa_ms, paxdb, quantms"
CAMK2D	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
CASS4	4	"peptideatlas, hpa_ms, paxdb, quantms"
CAT	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
CAVIN2	4	"peptideatlas, hpa_ms, paxdb, quantms"
CBLN1	4	"peptideatlas, hpa_ms, paxdb, quantms"
CBR1	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
CBR4	4	"peptideatlas, hpa_ms, paxdb, quantms"
CCER2	4	"peptideatlas, hpa_ms, paxdb, quantms"
CCL18	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CCL23	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CCL27	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CCL5	4	"peptideatlas, hpa_ms, hpa_pea, quantms"
CCS	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CCT5	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CCT6A	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
CD101	4	"peptideatlas, hpa_ms, paxdb, quantms"
CD200	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CD209	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CD22	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CD244	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CD2AP	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CD300LG	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CD36	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
CD6	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CD74	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CD86	4	"peptideatlas, hpa_ms, paxdb, quantms"
CD96	4	"peptideatlas, hpa_ms, paxdb, quantms"
CD99	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CDA	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
CDC37	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CDC42BPB	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
CDC5L	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
CDCP1	4	"peptideatlas, hpa_pea, paxdb, quantms"
CDH11	4	"peptideatlas, hpa_ms, paxdb, quantms"
CDH19	4	"peptideatlas, hpa_ms, paxdb, quantms"
CDH23	4	"peptideatlas, hpa_ms, paxdb, quantms"
CDH3	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CDH4	4	"peptideatlas, hpa_ms, paxdb, quantms"
CDH8	4	"peptideatlas, hpa_ms, paxdb, quantms"
CDSN	4	"peptideatlas, gpmdb, paxdb, quantms"
CDV3	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
CEACAM5	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CEACAM6	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
CELA2B	4	"peptideatlas, hpa_ms, paxdb, quantms"
CELA3A	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CELSR1	4	"peptideatlas, hpa_ms, paxdb, quantms"
CELSR2	4	"peptideatlas, hpa_ms, paxdb, quantms"
CEMIP	4	"peptideatlas, hpa_ms, paxdb, quantms"
CEMIP2	4	"peptideatlas, hpa_ms, paxdb, quantms"
CEP170	4	"peptideatlas, hpa_ms, paxdb, quantms"
CERS2	4	"peptideatlas, hpa_ms, paxdb, quantms"
CFL2	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
CHAD	4	"peptideatlas, hpa_ms, paxdb, quantms"
CHI3L2	4	"peptideatlas, hpa_ms, paxdb, quantms"
CHID1	4	"peptideatlas, hpa_ms, paxdb, quantms"
CHMP4A	4	"peptideatlas, hpa_ms, paxdb, quantms"
CHMP6	4	"peptideatlas, hpa_ms, paxdb, quantms"
CHORDC1	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
CHRD	4	"peptideatlas, hpa_ms, paxdb, quantms"
CHST1	4	"peptideatlas, hpa_ms, paxdb, quantms"
CHST10	4	"peptideatlas, hpa_ms, paxdb, quantms"
CHST12	4	"peptideatlas, hpa_ms, paxdb, quantms"
CHST14	4	"peptideatlas, hpa_ms, paxdb, quantms"
CHST3	4	"peptideatlas, hpa_ms, paxdb, quantms"
CIAPIN1	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CILP	4	"peptideatlas, hpa_ms, paxdb, quantms"
CILP2	4	"peptideatlas, hpa_ms, paxdb, quantms"
CKAP4	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CKB	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
CKM	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
CKMT1A	4	"peptideatlas, hpa_ms, paxdb, quantms"
CLCA2	4	"peptideatlas, hpa_ms, paxdb, quantms"
CLCA4	4	"peptideatlas, hpa_ms, paxdb, quantms"
CLEC14A	4	"peptideatlas, hpa_ms, hpa_pea, paxdb"
CLEC4M	4	"peptideatlas, hpa_ms, paxdb, quantms"
CLIC2	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
CLIC4	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
CLIC6	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
CLINT1	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
CLN5	4	"peptideatlas, hpa_ms, gpmdb, paxdb"
