"Gene","Concentration","Database","Category","CellType","Dataset","Source_ID","Gene_Dataset"
"UBAP1",207111643.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBAP1_PXD004352"
"UBAP1",15583,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBAP1_PXD025174"
"UBAP1",25.005743205,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBAP1_PXD040957"
"UBAP2",324428900,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBAP2_PXD004352"
"UBAP2",24.7343407325,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBAP2_PXD040957"
"UBAP2L",2054515062.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBAP2L_PXD004352"
"UBAP2L",139878,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBAP2L_PXD025174"
"UBAP2L",28.368140905,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBAP2L_PXD040957"
"UBASH3A",701486875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBASH3A_PXD004352"
"UBASH3A",82726,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBASH3A_PXD025174"
"UBASH3A",27.149098545,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBASH3A_PXD040957"
"UBASH3B",367648937.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBASH3B_PXD004352"
"UBASH3B",2389,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBASH3B_PXD025174"
"UBASH3B",26.7535958,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBASH3B_PXD040957"
"UBE2A",105581828.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2A_PXD004352"
"UBE2A",108132,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBE2A_PXD025174"
"UBE2A",23.630576035,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE2A_PXD040957"
"UBE2B",30643334.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2B_PXD004352"
"UBE2B",23.2883409566667,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE2B_PXD040957"
"UBE2C",411979687.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2C_PXD004352"
"UBE2C",14140,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBE2C_PXD025174"
"UBE2D1",31775346.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2D1_PXD004352"
"UBE2D2",819299,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBE2D2_PXD025174"
"UBE2D3",29.034040115,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE2D3_PXD040957"
"UBE2E1",32169562.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2E1_PXD004352"
"UBE2E1",23.669496075,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE2E1_PXD040957"
"UBE2F",23.86502418,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE2F_PXD040957"
"UBE2G1",272315037.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2G1_PXD004352"
"UBE2G1",108185,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBE2G1_PXD025174"
"UBE2G1",25.1586603875,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE2G1_PXD040957"
"UBE2G2",183524856.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2G2_PXD004352"
"UBE2G2",24.423010065,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE2G2_PXD040957"
"UBE2H",64849433.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2H_PXD004352"
"UBE2H",80557,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBE2H_PXD025174"
"UBE2I",6086522187.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2I_PXD004352"
"UBE2I",1302377,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBE2I_PXD025174"
"UBE2I",31.1291612475,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE2I_PXD040957"
"UBE2J1",45003793.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2J1_PXD004352"
"UBE2J1",9617,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBE2J1_PXD025174"
"UBE2J2",38515596.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2J2_PXD004352"
"UBE2K",733910093.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2K_PXD004352"
"UBE2K",27.05022004,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE2K_PXD040957"
"UBE2L3",2186669062.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2L3_PXD004352"
"UBE2L3",1064298,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBE2L3_PXD025174"
"UBE2L3",29.07495608,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE2L3_PXD040957"
"UBE2L6",611880718.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2L6_PXD004352"
"UBE2L6",395133,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBE2L6_PXD025174"
"UBE2L6",26.68318506,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE2L6_PXD040957"
"UBE2M",1323176343.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2M_PXD004352"
"UBE2M",298641,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBE2M_PXD025174"
"UBE2M",27.57878691,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE2M_PXD040957"
"UBE2N",31.4776910125,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE2N_PXD040957"
"UBE2O",1250914656.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2O_PXD004352"
"UBE2O",16930,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBE2O_PXD025174"
"UBE2O",28.3681149,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE2O_PXD040957"
"UBE2Q1",194468812.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2Q1_PXD004352"
"UBE2Q1",50090,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBE2Q1_PXD025174"
"UBE2Q1",25.38127578,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE2Q1_PXD040957"
"UBE2R2",264580650,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2R2_PXD004352"
"UBE2R2",25.8082177725,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE2R2_PXD040957"
"UBE2S",221946484.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2S_PXD004352"
"UBE2S",24.601929965,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE2S_PXD040957"
"UBE2T",262216025,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2T_PXD004352"
"UBE2V1",5527711875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2V1_PXD004352"
"UBE2V1",815696,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBE2V1_PXD025174"
"UBE2V2",618264762.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2V2_PXD004352"
"UBE2V2",318389,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBE2V2_PXD025174"
"UBE2V2",27.409775935,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE2V2_PXD040957"
"UBE2W",398534.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2W_PXD004352"
"UBE2Z",657154656.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE2Z_PXD004352"
"UBE2Z",44743,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBE2Z_PXD025174"
"UBE2Z",27.580609795,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE2Z_PXD040957"
"UBE3A",678574031.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE3A_PXD004352"
"UBE3A",30052,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBE3A_PXD025174"
"UBE3A",27.555069785,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE3A_PXD040957"
"UBE3C",734770625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE3C_PXD004352"
"UBE3C",11357,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBE3C_PXD025174"
"UBE3C",27.201062975,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE3C_PXD040957"
"UBE4A",615881468.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE4A_PXD004352"
"UBE4A",5398,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBE4A_PXD025174"
"UBE4A",25.91813637,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE4A_PXD040957"
"UBE4B",390169656.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBE4B_PXD004352"
"UBE4B",4964,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBE4B_PXD025174"
"UBE4B",25.77469321,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBE4B_PXD040957"
"UBFD1",344812156.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBFD1_PXD004352"
"UBFD1",22652,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBFD1_PXD025174"
"UBFD1",24.9587865425,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBFD1_PXD040957"
"UBIAD1",72587656.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBIAD1_PXD004352"
"UBIAD1",23.941095495,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBIAD1_PXD040957"
"UBL3",46619093.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBL3_PXD004352"
"UBL3",22.8852265475,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBL3_PXD040957"
"UBL4A",425643812.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBL4A_PXD004352"
"UBL4A",88360,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBL4A_PXD025174"
"UBL4A",26.0606147375,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBL4A_PXD040957"
"UBL5",381067687.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBL5_PXD004352"
"UBL5",85969,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBL5_PXD025174"
"UBL5",27.161170025,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBL5_PXD040957"
"UBL7",140636875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBL7_PXD004352"
"UBL7",7860,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBL7_PXD025174"
"UBLCP1",1999886187.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBLCP1_PXD004352"
"UBLCP1",348750,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBLCP1_PXD025174"
"UBLCP1",29.4164275975,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBLCP1_PXD040957"
"UBN1",136313393.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBN1_PXD004352"
"UBN1",1732,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBN1_PXD025174"
"UBN1",22.655785055,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBN1_PXD040957"
"UBN2",8679956.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBN2_PXD004352"
"UBOX5",19103312.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBOX5_PXD004352"
"UBP1",193736334.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBP1_PXD004352"
"UBP1",10327,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBP1_PXD025174"
"UBP1",24.041646885,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBP1_PXD040957"
"UBQLN1",2420425937.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBQLN1_PXD004352"
"UBQLN1",230836,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBQLN1_PXD025174"
"UBQLN1",27.2972776925,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBQLN1_PXD040957"
"UBQLN2",703515437.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBQLN2_PXD004352"
"UBQLN2",48195,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBQLN2_PXD025174"
"UBQLN2",28.47827536,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBQLN2_PXD040957"
"UBQLN4",368336796.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","UBQLN4_PXD004352"
"UBQLN4",27764,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","UBQLN4_PXD025174"
"UBQLN4",27.638745625,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","UBQLN4_PXD040957"
