string_external_id,abundance,raw_spectral_count
9606.ENSP00000380070,7397,2409
9606.ENSP00000494750,7321,9024
9606.ENSP00000458162,7321,9024
9606.ENSP00000419425,5711,1255
9606.ENSP00000345347,5662,1021
9606.ENSP00000225655,5548,1386
9606.ENSP00000254810,5082,2394
9606.ENSP00000355780,5082,2394
9606.ENSP00000446007,4951,3351
9606.ENSP00000432660,4666,1266
9606.ENSP00000495530,4260,2593
9606.ENSP00000228945,4093,750
9606.ENSP00000307705,4039,2040
9606.ENSP00000381581,3863,4006
9606.ENSP00000219150,3570,1293
9606.ENSP00000339566,3442,1909
9606.ENSP00000366109,3410,1386
9606.ENSP00000216181,3408,9238
9606.ENSP00000244534,3380,1889
9606.ENSP00000379287,3347,1261
9606.ENSP00000339063,3250,1532
9606.ENSP00000346694,3093,1107
9606.ENSP00000353408,3015,2491
9606.ENSP00000362413,3006,1719
9606.ENSP00000479461,2883,4487
9606.ENSP00000462355,2883,4487
9606.ENSP00000347168,2883,4487
9606.ENSP00000366974,2883,4487
9606.ENSP00000481486,2883,4487
9606.ENSP00000479106,2883,4487
9606.ENSP00000484789,2883,4487
9606.ENSP00000244537,2883,4487
9606.ENSP00000443017,2883,4487
9606.ENSP00000480960,2883,4487
9606.ENSP00000489236,2883,4487
9606.ENSP00000479794,2883,4487
9606.ENSP00000367034,2883,4487
9606.ENSP00000462667,2883,4487
9606.ENSP00000385479,2843,2337
9606.ENSP00000333277,2843,2337
9606.ENSP00000358154,2843,2337
9606.ENSP00000330074,2741,681
9606.ENSP00000332790,2729,2406
9606.ENSP00000346550,2662,2329
9606.ENSP00000252244,2548,2269
9606.ENSP00000229270,2526,1180
9606.ENSP00000318195,2474,1151
9606.ENSP00000388107,2453,1417
9606.ENSP00000269576,2325,1768
9606.ENSP00000297012,2292,2799
9606.ENSP00000296930,2262,510
9606.ENSP00000296503,2081,484
9606.ENSP00000358866,2050,6444
9606.ENSP00000309830,2026,98
9606.ENSP00000427687,2019,1178
9606.ENSP00000361883,1985,1209
9606.ENSP00000365458,1971,977
9606.ENSP00000357704,1959,229
9606.ENSP00000246662,1946,1243
9606.ENSP00000320171,1941,1337
9606.ENSP00000434024,1911,2657
9606.ENSP00000355657,1909,2275
9606.ENSP00000484658,1872,2294
9606.ENSP00000484841,1872,2294
9606.ENSP00000489282,1872,2294
9606.ENSP00000480826,1872,2294
9606.ENSP00000358160,1872,2294
9606.ENSP00000366999,1872,2294
9606.ENSP00000484638,1872,2294
9606.ENSP00000352252,1872,2294
9606.ENSP00000483283,1872,2294
9606.ENSP00000484095,1872,2294
9606.ENSP00000272317,1864,1428
9606.ENSP00000451291,1844,830
9606.ENSP00000361930,1831,791
9606.ENSP00000340019,1788,1171
9606.ENSP00000263168,1785,670
9606.ENSP00000381736,1781,1228
9606.ENSP00000273258,1768,169
9606.ENSP00000372155,1756,667
9606.ENSP00000262746,1715,527
9606.ENSP00000295685,1710,597
9606.ENSP00000381607,1685,451
